date,crop,market,price_per_quintal
2026-01-30,Wheat,Ahmedabad APMC,4003
2026-01-30,Wheat,Vadodara APMC,3417
2026-01-30,Wheat,Surat APMC,4225
2026-01-30,Wheat,Rajkot APMC,3824
2026-01-30,Wheat,Anand APMC,3606
2026-01-30,Groundnut,Ahmedabad APMC,7041
2026-01-30,Groundnut,Vadodara APMC,6460
2026-01-30,Groundnut,Surat APMC,7269
2026-01-30,Groundnut,Rajkot APMC,6858
2026-01-30,Groundnut,Anand APMC,6655
2026-01-30,Tomato,Ahmedabad APMC,2024
2026-01-30,Tomato,Vadodara APMC,1416
2026-01-30,Tomato,Surat APMC,2217
2026-01-30,Tomato,Rajkot APMC,1830
2026-01-30,Tomato,Anand APMC,1645
2026-01-31,Cotton,Ahmedabad APMC,7978
2026-01-31,Cotton,Vadodara APMC,7398
2026-01-31,Cotton,Surat APMC,8109
2026-01-31,Cotton,Rajkot APMC,7758
2026-01-31,Cotton,Anand APMC,7553
2026-01-31,Wheat,Ahmedabad APMC,4070
2026-01-31,Wheat,Vadodara APMC,3466
2026-01-31,Wheat,Surat APMC,4242
2026-01-31,Wheat,Rajkot APMC,3854
2026-01-31,Wheat,Anand APMC,3661
2026-01-31,Groundnut,Ahmedabad APMC,7111
2026-01-31,Groundnut,Vadodara APMC,6491
2026-01-31,Groundnut,Surat APMC,7278
2026-01-31,Groundnut,Rajkot APMC,6860
2026-01-31,Groundnut,Anand APMC,6673
2026-01-31,Tomato,Ahmedabad APMC,2069
2026-01-31,Tomato,Vadodara APMC,1447
2026-01-31,Tomato,Surat APMC,2234
2026-01-31,Tomato,Rajkot APMC,1831
2026-01-31,Tomato,Anand APMC,1671
2026-02-01,Cotton,Ahmedabad APMC,8024
2026-02-01,Cotton,Vadodara APMC,7401
2026-02-01,Cotton,Surat APMC,8194
2026-02-01,Cotton,Rajkot APMC,7741
2026-02-01,Cotton,Anand APMC,7606
2026-02-01,Wheat,Ahmedabad APMC,4090
2026-02-01,Wheat,Vadodara APMC,3482
2026-02-01,Wheat,Surat APMC,4304
2026-02-01,Wheat,Rajkot APMC,3883
2026-02-01,Wheat,Anand APMC,3704
2026-02-01,Groundnut,Ahmedabad APMC,7157
2026-02-01,Groundnut,Vadodara APMC,6561
2026-02-01,Groundnut,Surat APMC,7366
2026-02-01,Groundnut,Rajkot APMC,6930
2026-02-01,Groundnut,Anand APMC,6746
2026-02-01,Tomato,Ahmedabad APMC,2064
2026-02-01,Tomato,Vadodara APMC,1477
2026-02-01,Tomato,Surat APMC,2271
2026-02-01,Tomato,Rajkot APMC,1882
2026-02-01,Tomato,Anand APMC,1657
2026-02-02,Cotton,Ahmedabad APMC,8024
2026-02-02,Cotton,Vadodara APMC,7440
2026-02-02,Cotton,Surat APMC,8227
2026-02-02,Cotton,Rajkot APMC,7790
2026-02-02,Cotton,Anand APMC,7665
2026-02-02,Wheat,Ahmedabad APMC,4150
2026-02-02,Wheat,Vadodara APMC,3548
2026-02-02,Wheat,Surat APMC,4336
2026-02-02,Wheat,Rajkot APMC,3935
2026-02-02,Wheat,Anand APMC,3760
2026-02-02,Groundnut,Ahmedabad APMC,7155
2026-02-02,Groundnut,Vadodara APMC,6586
2026-02-02,Groundnut,Surat APMC,7382
2026-02-02,Groundnut,Rajkot APMC,7000
2026-02-02,Groundnut,Anand APMC,6750
2026-02-02,Tomato,Ahmedabad APMC,2047
2026-02-02,Tomato,Vadodara APMC,1458
2026-02-02,Tomato,Surat APMC,2234
2026-02-02,Tomato,Rajkot APMC,1875
2026-02-02,Tomato,Anand APMC,1648
2026-02-03,Cotton,Ahmedabad APMC,8035
2026-02-03,Cotton,Vadodara APMC,7439
2026-02-03,Cotton,Surat APMC,8247
2026-02-03,Cotton,Rajkot APMC,7845
2026-02-03,Cotton,Anand APMC,7674
2026-02-03,Wheat,Ahmedabad APMC,4170
2026-02-03,Wheat,Vadodara APMC,3573
2026-02-03,Wheat,Surat APMC,4374
2026-02-03,Wheat,Rajkot APMC,3979
2026-02-03,Wheat,Anand APMC,3789
2026-02-03,Groundnut,Ahmedabad APMC,7169
2026-02-03,Groundnut,Vadodara APMC,6577
2026-02-03,Groundnut,Surat APMC,7358
2026-02-03,Groundnut,Rajkot APMC,7003
2026-02-03,Groundnut,Anand APMC,6802
2026-02-03,Tomato,Ahmedabad APMC,2056
2026-02-03,Tomato,Vadodara APMC,1469
2026-02-03,Tomato,Surat APMC,2264
2026-02-03,Tomato,Rajkot APMC,1861
2026-02-03,Tomato,Anand APMC,1638
2026-02-04,Cotton,Ahmedabad APMC,8066
2026-02-04,Cotton,Vadodara APMC,7493
2026-02-04,Cotton,Surat APMC,8289
2026-02-04,Cotton,Rajkot APMC,7938
2026-02-04,Cotton,Anand APMC,7714
2026-02-04,Wheat,Ahmedabad APMC,4211
2026-02-04,Wheat,Vadodara APMC,3646
2026-02-04,Wheat,Surat APMC,4434
2026-02-04,Wheat,Rajkot APMC,4040
2026-02-04,Wheat,Anand APMC,3810
2026-02-04,Groundnut,Ahmedabad APMC,7225
2026-02-04,Groundnut,Vadodara APMC,6618
2026-02-04,Groundnut,Surat APMC,7429
2026-02-04,Groundnut,Rajkot APMC,7033
2026-02-04,Groundnut,Anand APMC,6848
2026-02-04,Tomato,Ahmedabad APMC,2087
2026-02-04,Tomato,Vadodara APMC,1487
2026-02-04,Tomato,Surat APMC,2274
2026-02-04,Tomato,Rajkot APMC,1891
2026-02-04,Tomato,Anand APMC,1678
2026-02-05,Cotton,Ahmedabad APMC,8103
2026-02-05,Cotton,Vadodara APMC,7537
2026-02-05,Cotton,Surat APMC,8303
2026-02-05,Cotton,Rajkot APMC,7909
2026-02-05,Cotton,Anand APMC,7730
2026-02-05,Wheat,Ahmedabad APMC,4286
2026-02-05,Wheat,Vadodara APMC,3656
2026-02-05,Wheat,Surat APMC,4479
2026-02-05,Wheat,Rajkot APMC,4076
2026-02-05,Wheat,Anand APMC,3880
2026-02-05,Groundnut,Ahmedabad APMC,7231
2026-02-05,Groundnut,Vadodara APMC,6669
2026-02-05,Groundnut,Surat APMC,7426
2026-02-05,Groundnut,Rajkot APMC,7089
2026-02-05,Groundnut,Anand APMC,6878
2026-02-05,Tomato,Ahmedabad APMC,2046
2026-02-05,Tomato,Vadodara APMC,1503
2026-02-05,Tomato,Surat APMC,2270
2026-02-05,Tomato,Rajkot APMC,1882
2026-02-05,Tomato,Anand APMC,1681
2026-02-06,Cotton,Ahmedabad APMC,8194
2026-02-06,Cotton,Vadodara APMC,7513
2026-02-06,Cotton,Surat APMC,8320
2026-02-06,Cotton,Rajkot APMC,7992
2026-02-06,Cotton,Anand APMC,7764
2026-02-06,Wheat,Ahmedabad APMC,4308
2026-02-06,Wheat,Vadodara APMC,3729
2026-02-06,Wheat,Surat APMC,4511
2026-02-06,Wheat,Rajkot APMC,4103
2026-02-06,Wheat,Anand APMC,3916
2026-02-06,Groundnut,Ahmedabad APMC,7288
2026-02-06,Groundnut,Vadodara APMC,6681
2026-02-06,Groundnut,Surat APMC,7467
2026-02-06,Groundnut,Rajkot APMC,7098
2026-02-06,Groundnut,Anand APMC,6881
2026-02-06,Tomato,Ahmedabad APMC,2071
2026-02-06,Tomato,Vadodara APMC,1498
2026-02-06,Tomato,Surat APMC,2306
2026-02-06,Tomato,Rajkot APMC,1874
2026-02-06,Tomato,Anand APMC,1667
2026-02-07,Cotton,Ahmedabad APMC,8241
2026-02-07,Cotton,Vadodara APMC,7598
2026-02-07,Cotton,Surat APMC,8377
2026-02-07,Cotton,Rajkot APMC,7955
2026-02-07,Cotton,Anand APMC,7805
2026-02-07,Wheat,Ahmedabad APMC,4346
2026-02-07,Wheat,Vadodara APMC,3779
2026-02-07,Wheat,Surat APMC,4548
2026-02-07,Wheat,Rajkot APMC,4167
2026-02-07,Wheat,Anand APMC,3959
2026-02-07,Groundnut,Ahmedabad APMC,7278
2026-02-07,Groundnut,Vadodara APMC,6675
2026-02-07,Groundnut,Surat APMC,7473
2026-02-07,Groundnut,Rajkot APMC,7101
2026-02-07,Groundnut,Anand APMC,6895
2026-02-07,Tomato,Ahmedabad APMC,2108
2026-02-07,Tomato,Vadodara APMC,1456
2026-02-07,Tomato,Surat APMC,2294
2026-02-07,Tomato,Rajkot APMC,1864
2026-02-07,Tomato,Anand APMC,1670
2026-02-08,Cotton,Ahmedabad APMC,8196
2026-02-08,Cotton,Vadodara APMC,7640
2026-02-08,Cotton,Surat APMC,8465
2026-02-08,Cotton,Rajkot APMC,7994
2026-02-08,Cotton,Anand APMC,7852
2026-02-08,Wheat,Ahmedabad APMC,4403
2026-02-08,Wheat,Vadodara APMC,3819
2026-02-08,Wheat,Surat APMC,4606
2026-02-08,Wheat,Rajkot APMC,4213
2026-02-08,Wheat,Anand APMC,4000
2026-02-08,Groundnut,Ahmedabad APMC,7377
2026-02-08,Groundnut,Vadodara APMC,6777
2026-02-08,Groundnut,Surat APMC,7514
2026-02-08,Groundnut,Rajkot APMC,7120
2026-02-08,Groundnut,Anand APMC,6939
2026-02-08,Tomato,Ahmedabad APMC,2066
2026-02-08,Tomato,Vadodara APMC,1497
2026-02-08,Tomato,Surat APMC,2261
2026-02-08,Tomato,Rajkot APMC,1919
2026-02-08,Tomato,Anand APMC,1679
2026-02-09,Cotton,Ahmedabad APMC,8288
2026-02-09,Cotton,Vadodara APMC,7701
2026-02-09,Cotton,Surat APMC,8463
2026-02-09,Cotton,Rajkot APMC,8065
2026-02-09,Cotton,Anand APMC,7906
2026-02-09,Wheat,Ahmedabad APMC,4447
2026-02-09,Wheat,Vadodara APMC,3839
2026-02-09,Wheat,Surat APMC,4672
2026-02-09,Wheat,Rajkot APMC,4275
2026-02-09,Wheat,Anand APMC,4050
2026-02-09,Groundnut,Ahmedabad APMC,7343
2026-02-09,Groundnut,Vadodara APMC,6768
2026-02-09,Groundnut,Surat APMC,7606
2026-02-09,Groundnut,Rajkot APMC,7145
2026-02-09,Groundnut,Anand APMC,7002
2026-02-09,Tomato,Ahmedabad APMC,2115
2026-02-09,Tomato,Vadodara APMC,1467
2026-02-09,Tomato,Surat APMC,2287
2026-02-09,Tomato,Rajkot APMC,1899
2026-02-09,Tomato,Anand APMC,1692
2026-02-10,Cotton,Ahmedabad APMC,8334
2026-02-10,Cotton,Vadodara APMC,7697
2026-02-10,Cotton,Surat APMC,8458
2026-02-10,Cotton,Rajkot APMC,8114
2026-02-10,Cotton,Anand APMC,7932
2026-02-10,Wheat,Ahmedabad APMC,4501
2026-02-10,Wheat,Vadodara APMC,3880
2026-02-10,Wheat,Surat APMC,4706
2026-02-10,Wheat,Rajkot APMC,4311
2026-02-10,Wheat,Anand APMC,4086
2026-02-10,Groundnut,Ahmedabad APMC,7415
2026-02-10,Groundnut,Vadodara APMC,6806
2026-02-10,Groundnut,Surat APMC,7618
2026-02-10,Groundnut,Rajkot APMC,7179
2026-02-10,Groundnut,Anand APMC,7015
2026-02-10,Tomato,Ahmedabad APMC,2081
2026-02-10,Tomato,Vadodara APMC,1516
2026-02-10,Tomato,Surat APMC,2303
2026-02-10,Tomato,Rajkot APMC,1911
2026-02-10,Tomato,Anand APMC,1687
2026-02-11,Cotton,Ahmedabad APMC,8363
2026-02-11,Cotton,Vadodara APMC,7753
2026-02-11,Cotton,Surat APMC,8584
2026-02-11,Cotton,Rajkot APMC,8146
2026-02-11,Cotton,Anand APMC,7944
2026-02-11,Wheat,Ahmedabad APMC,4552
2026-02-11,Wheat,Vadodara APMC,3962
2026-02-11,Wheat,Surat APMC,4742
2026-02-11,Wheat,Rajkot APMC,4345
2026-02-11,Wheat,Anand APMC,4140
2026-02-11,Groundnut,Ahmedabad APMC,7401
2026-02-11,Groundnut,Vadodara APMC,6825
2026-02-11,Groundnut,Surat APMC,7647
2026-02-11,Groundnut,Rajkot APMC,7221
2026-02-11,Groundnut,Anand APMC,7049
2026-02-11,Tomato,Ahmedabad APMC,2111
2026-02-11,Tomato,Vadodara APMC,1514
2026-02-11,Tomato,Surat APMC,2317
2026-02-11,Tomato,Rajkot APMC,1899
2026-02-11,Tomato,Anand APMC,1696
2026-02-12,Cotton,Ahmedabad APMC,8323
2026-02-12,Cotton,Vadodara APMC,7783
2026-02-12,Cotton,Surat APMC,8561
2026-02-12,Cotton,Rajkot APMC,8143
2026-02-12,Cotton,Anand APMC,7982
2026-02-12,Wheat,Ahmedabad APMC,4583
2026-02-12,Wheat,Vadodara APMC,3992
2026-02-12,Wheat,Surat APMC,4786
2026-02-12,Wheat,Rajkot APMC,4391
2026-02-12,Wheat,Anand APMC,4187
2026-02-12,Groundnut,Ahmedabad APMC,7496
2026-02-12,Groundnut,Vadodara APMC,6855
2026-02-12,Groundnut,Surat APMC,7691
2026-02-12,Groundnut,Rajkot APMC,7221
2026-02-12,Groundnut,Anand APMC,7086
2026-02-12,Tomato,Ahmedabad APMC,2140
2026-02-12,Tomato,Vadodara APMC,1492
2026-02-12,Tomato,Surat APMC,2285
2026-02-12,Tomato,Rajkot APMC,1895
2026-02-12,Tomato,Anand APMC,1726
2026-02-13,Cotton,Ahmedabad APMC,8407
2026-02-13,Cotton,Vadodara APMC,7817
2026-02-13,Cotton,Surat APMC,8626
2026-02-13,Cotton,Rajkot APMC,8252
2026-02-13,Cotton,Anand APMC,7985
2026-02-13,Wheat,Ahmedabad APMC,4645
2026-02-13,Wheat,Vadodara APMC,4046
2026-02-13,Wheat,Surat APMC,4843
2026-02-13,Wheat,Rajkot APMC,4416
2026-02-13,Wheat,Anand APMC,4220
2026-02-13,Groundnut,Ahmedabad APMC,7487
2026-02-13,Groundnut,Vadodara APMC,6878
2026-02-13,Groundnut,Surat APMC,7701
2026-02-13,Groundnut,Rajkot APMC,7281
2026-02-13,Groundnut,Anand APMC,7089
2026-02-13,Tomato,Ahmedabad APMC,2127
2026-02-13,Tomato,Vadodara APMC,1522
2026-02-13,Tomato,Surat APMC,2308
2026-02-13,Tomato,Rajkot APMC,1915
2026-02-13,Tomato,Anand APMC,1720
2026-02-14,Cotton,Ahmedabad APMC,8457
2026-02-14,Cotton,Vadodara APMC,7834
2026-02-14,Cotton,Surat APMC,8644
2026-02-14,Cotton,Rajkot APMC,8285
2026-02-14,Cotton,Anand APMC,8060
2026-02-14,Wheat,Ahmedabad APMC,4681
2026-02-14,Wheat,Vadodara APMC,4082
2026-02-14,Wheat,Surat APMC,4889
2026-02-14,Wheat,Rajkot APMC,4477
2026-02-14,Wheat,Anand APMC,4279
2026-02-14,Groundnut,Ahmedabad APMC,7512
2026-02-14,Groundnut,Vadodara APMC,6909
2026-02-14,Groundnut,Surat APMC,7695
2026-02-14,Groundnut,Rajkot APMC,7304
2026-02-14,Groundnut,Anand APMC,7120
2026-02-14,Tomato,Ahmedabad APMC,2097
2026-02-14,Tomato,Vadodara APMC,1537
2026-02-14,Tomato,Surat APMC,2324
2026-02-14,Tomato,Rajkot APMC,1950
2026-02-14,Tomato,Anand APMC,1738
2026-02-15,Cotton,Ahmedabad APMC,8513
2026-02-15,Cotton,Vadodara APMC,7848
2026-02-15,Cotton,Surat APMC,8649
2026-02-15,Cotton,Rajkot APMC,8252
2026-02-15,Cotton,Anand APMC,8119
2026-02-15,Wheat,Ahmedabad APMC,4735
2026-02-15,Wheat,Vadodara APMC,4122
2026-02-15,Wheat,Surat APMC,4942
2026-02-15,Wheat,Rajkot APMC,4538
2026-02-15,Wheat,Anand APMC,4343
2026-02-15,Groundnut,Ahmedabad APMC,7546
2026-02-15,Groundnut,Vadodara APMC,6922
2026-02-15,Groundnut,Surat APMC,7734
2026-02-15,Groundnut,Rajkot APMC,7347
2026-02-15,Groundnut,Anand APMC,7139
2026-02-15,Tomato,Ahmedabad APMC,2118
2026-02-15,Tomato,Vadodara APMC,1506
2026-02-15,Tomato,Surat APMC,2314
2026-02-15,Tomato,Rajkot APMC,1895
2026-02-15,Tomato,Anand APMC,1740
2026-02-16,Cotton,Ahmedabad APMC,8528
2026-02-16,Cotton,Vadodara APMC,7876
2026-02-16,Cotton,Surat APMC,8695
2026-02-16,Cotton,Rajkot APMC,8265
2026-02-16,Cotton,Anand APMC,8066
2026-02-16,Wheat,Ahmedabad APMC,4785
2026-02-16,Wheat,Vadodara APMC,4168
2026-02-16,Wheat,Surat APMC,4958
2026-02-16,Wheat,Rajkot APMC,4590
2026-02-16,Wheat,Anand APMC,4381
2026-02-16,Groundnut,Ahmedabad APMC,7553
2026-02-16,Groundnut,Vadodara APMC,6941
2026-02-16,Groundnut,Surat APMC,7813
2026-02-16,Groundnut,Rajkot APMC,7376
2026-02-16,Groundnut,Anand APMC,7200
2026-02-16,Tomato,Ahmedabad APMC,2130
2026-02-16,Tomato,Vadodara APMC,1528
2026-02-16,Tomato,Surat APMC,2321
2026-02-16,Tomato,Rajkot APMC,1911
2026-02-16,Tomato,Anand APMC,1703
2026-02-17,Cotton,Ahmedabad APMC,8527
2026-02-17,Cotton,Vadodara APMC,7956
2026-02-17,Cotton,Surat APMC,8709
2026-02-17,Cotton,Rajkot APMC,8303
2026-02-17,Cotton,Anand APMC,8146
2026-02-17,Wheat,Ahmedabad APMC,4826
2026-02-17,Wheat,Vadodara APMC,4199
2026-02-17,Wheat,Surat APMC,5031
2026-02-17,Wheat,Rajkot APMC,4635
2026-02-17,Wheat,Anand APMC,4398
2026-02-17,Groundnut,Ahmedabad APMC,7589
2026-02-17,Groundnut,Vadodara APMC,6989
2026-02-17,Groundnut,Surat APMC,7842
2026-02-17,Groundnut,Rajkot APMC,7408
2026-02-17,Groundnut,Anand APMC,7180
2026-02-17,Tomato,Ahmedabad APMC,2120
2026-02-17,Tomato,Vadodara APMC,1512
2026-02-17,Tomato,Surat APMC,2340
2026-02-17,Tomato,Rajkot APMC,1953
2026-02-17,Tomato,Anand APMC,1731
2026-02-18,Cotton,Ahmedabad APMC,8607
2026-02-18,Cotton,Vadodara APMC,8006
2026-02-18,Cotton,Surat APMC,8809
2026-02-18,Cotton,Rajkot APMC,8358
2026-02-18,Cotton,Anand APMC,8229
2026-02-18,Wheat,Ahmedabad APMC,4873
2026-02-18,Wheat,Vadodara APMC,4264
2026-02-18,Wheat,Surat APMC,5068
2026-02-18,Wheat,Rajkot APMC,4668
2026-02-18,Wheat,Anand APMC,4459
2026-02-18,Groundnut,Ahmedabad APMC,7675
2026-02-18,Groundnut,Vadodara APMC,7054
2026-02-18,Groundnut,Surat APMC,7839
2026-02-18,Groundnut,Rajkot APMC,7472
2026-02-18,Groundnut,Anand APMC,7279
2026-02-18,Tomato,Ahmedabad APMC,2113
2026-02-18,Tomato,Vadodara APMC,1549
2026-02-18,Tomato,Surat APMC,2357
2026-02-18,Tomato,Rajkot APMC,1916
2026-02-18,Tomato,Anand APMC,1770
2026-02-19,Cotton,Ahmedabad APMC,8662
2026-02-19,Cotton,Vadodara APMC,7991
2026-02-19,Cotton,Surat APMC,8845
2026-02-19,Cotton,Rajkot APMC,8392
2026-02-19,Cotton,Anand APMC,8198
2026-02-19,Wheat,Ahmedabad APMC,4890
2026-02-19,Wheat,Vadodara APMC,4295
2026-02-19,Wheat,Surat APMC,5100
2026-02-19,Wheat,Rajkot APMC,4696
2026-02-19,Wheat,Anand APMC,4520
2026-02-19,Groundnut,Ahmedabad APMC,7639
2026-02-19,Groundnut,Vadodara APMC,7050
2026-02-19,Groundnut,Surat APMC,7830
2026-02-19,Groundnut,Rajkot APMC,7482
2026-02-19,Groundnut,Anand APMC,7287
2026-02-19,Tomato,Ahmedabad APMC,2159
2026-02-19,Tomato,Vadodara APMC,1553
2026-02-19,Tomato,Surat APMC,2345
2026-02-19,Tomato,Rajkot APMC,1933
2026-02-19,Tomato,Anand APMC,1717
2026-02-20,Cotton,Ahmedabad APMC,8629
2026-02-20,Cotton,Vadodara APMC,8036
2026-02-20,Cotton,Surat APMC,8890
2026-02-20,Cotton,Rajkot APMC,8436
2026-02-20,Cotton,Anand APMC,8289
2026-02-20,Wheat,Ahmedabad APMC,4959
2026-02-20,Wheat,Vadodara APMC,4334
2026-02-20,Wheat,Surat APMC,5144
2026-02-20,Wheat,Rajkot APMC,4746
2026-02-20,Wheat,Anand APMC,4570
2026-02-20,Groundnut,Ahmedabad APMC,7735
2026-02-20,Groundnut,Vadodara APMC,7085
2026-02-20,Groundnut,Surat APMC,7914
2026-02-20,Groundnut,Rajkot APMC,7474
2026-02-20,Groundnut,Anand APMC,7329
2026-02-20,Tomato,Ahmedabad APMC,2134
2026-02-20,Tomato,Vadodara APMC,1561
2026-02-20,Tomato,Surat APMC,2329
2026-02-20,Tomato,Rajkot APMC,1978
2026-02-20,Tomato,Anand APMC,1737
2026-02-21,Cotton,Ahmedabad APMC,8653
2026-02-21,Cotton,Vadodara APMC,8044
2026-02-21,Cotton,Surat APMC,8842
2026-02-21,Cotton,Rajkot APMC,8456
2026-02-21,Cotton,Anand APMC,8274
2026-02-21,Wheat,Ahmedabad APMC,5013
2026-02-21,Wheat,Vadodara APMC,4411
2026-02-21,Wheat,Surat APMC,5193
2026-02-21,Wheat,Rajkot APMC,4803
2026-02-21,Wheat,Anand APMC,4582
2026-02-21,Groundnut,Ahmedabad APMC,7749
2026-02-21,Groundnut,Vadodara APMC,7128
2026-02-21,Groundnut,Surat APMC,7941
2026-02-21,Groundnut,Rajkot APMC,7524
2026-02-21,Groundnut,Anand APMC,7354
2026-02-21,Tomato,Ahmedabad APMC,2159
2026-02-21,Tomato,Vadodara APMC,1556
2026-02-21,Tomato,Surat APMC,2353
2026-02-21,Tomato,Rajkot APMC,1930
2026-02-21,Tomato,Anand APMC,1763
2026-02-22,Cotton,Ahmedabad APMC,8675
2026-02-22,Cotton,Vadodara APMC,8125
2026-02-22,Cotton,Surat APMC,8964
2026-02-22,Cotton,Rajkot APMC,8511
2026-02-22,Cotton,Anand APMC,8347
2026-02-22,Wheat,Ahmedabad APMC,5036
2026-02-22,Wheat,Vadodara APMC,4421
2026-02-22,Wheat,Surat APMC,5225
2026-02-22,Wheat,Rajkot APMC,4834
2026-02-22,Wheat,Anand APMC,4656
2026-02-22,Groundnut,Ahmedabad APMC,7795
2026-02-22,Groundnut,Vadodara APMC,7122
2026-02-22,Groundnut,Surat APMC,7954
2026-02-22,Groundnut,Rajkot APMC,7593
2026-02-22,Groundnut,Anand APMC,7325
2026-02-22,Tomato,Ahmedabad APMC,2178
2026-02-22,Tomato,Vadodara APMC,1578
2026-02-22,Tomato,Surat APMC,2341
2026-02-22,Tomato,Rajkot APMC,1960
2026-02-22,Tomato,Anand APMC,1763
2026-02-23,Cotton,Ahmedabad APMC,8788
2026-02-23,Cotton,Vadodara APMC,8161
2026-02-23,Cotton,Surat APMC,8940
2026-02-23,Cotton,Rajkot APMC,8528
2026-02-23,Cotton,Anand APMC,8379
2026-02-23,Wheat,Ahmedabad APMC,5092
2026-02-23,Wheat,Vadodara APMC,4505
2026-02-23,Wheat,Surat APMC,5296
2026-02-23,Wheat,Rajkot APMC,4870
2026-02-23,Wheat,Anand APMC,4695
2026-02-23,Groundnut,Ahmedabad APMC,7794
2026-02-23,Groundnut,Vadodara APMC,7202
2026-02-23,Groundnut,Surat APMC,7992
2026-02-23,Groundnut,Rajkot APMC,7591
2026-02-23,Groundnut,Anand APMC,7363
2026-02-23,Tomato,Ahmedabad APMC,2189
2026-02-23,Tomato,Vadodara APMC,1545
2026-02-23,Tomato,Surat APMC,2356
2026-02-23,Tomato,Rajkot APMC,1961
2026-02-23,Tomato,Anand APMC,1779
2026-02-24,Cotton,Ahmedabad APMC,8803
2026-02-24,Cotton,Vadodara APMC,8176
2026-02-24,Cotton,Surat APMC,9024
2026-02-24,Cotton,Rajkot APMC,8591
2026-02-24,Cotton,Anand APMC,8437
2026-02-24,Wheat,Ahmedabad APMC,5145
2026-02-24,Wheat,Vadodara APMC,4512
2026-02-24,Wheat,Surat APMC,5339
2026-02-24,Wheat,Rajkot APMC,4915
2026-02-24,Wheat,Anand APMC,4730
2026-02-24,Groundnut,Ahmedabad APMC,7812
2026-02-24,Groundnut,Vadodara APMC,7221
2026-02-24,Groundnut,Surat APMC,7994
2026-02-24,Groundnut,Rajkot APMC,7631
2026-02-24,Groundnut,Anand APMC,7445
2026-02-24,Tomato,Ahmedabad APMC,2192
2026-02-24,Tomato,Vadodara APMC,1540
2026-02-24,Tomato,Surat APMC,2382
2026-02-24,Tomato,Rajkot APMC,1995
2026-02-24,Tomato,Anand APMC,1774
2026-02-25,Cotton,Ahmedabad APMC,8834
2026-02-25,Cotton,Vadodara APMC,8227
2026-02-25,Cotton,Surat APMC,8981
2026-02-25,Cotton,Rajkot APMC,8599
2026-02-25,Cotton,Anand APMC,8441
2026-02-25,Wheat,Ahmedabad APMC,5178
2026-02-25,Wheat,Vadodara APMC,4594
2026-02-25,Wheat,Surat APMC,5386
2026-02-25,Wheat,Rajkot APMC,4995
2026-02-25,Wheat,Anand APMC,4783
2026-02-25,Groundnut,Ahmedabad APMC,7816
2026-02-25,Groundnut,Vadodara APMC,7236
2026-02-25,Groundnut,Surat APMC,8044
2026-02-25,Groundnut,Rajkot APMC,7680
2026-02-25,Groundnut,Anand APMC,7426
2026-02-25,Tomato,Ahmedabad APMC,2204
2026-02-25,Tomato,Vadodara APMC,1563
2026-02-25,Tomato,Surat APMC,2373
2026-02-25,Tomato,Rajkot APMC,2001
2026-02-25,Tomato,Anand APMC,1789
2026-02-26,Cotton,Ahmedabad APMC,8872
2026-02-26,Cotton,Vadodara APMC,8225
2026-02-26,Cotton,Surat APMC,9013
2026-02-26,Cotton,Rajkot APMC,8690
2026-02-26,Cotton,Anand APMC,8487
2026-02-26,Wheat,Ahmedabad APMC,5215
2026-02-26,Wheat,Vadodara APMC,4610
2026-02-26,Wheat,Surat APMC,5419
2026-02-26,Wheat,Rajkot APMC,5035
2026-02-26,Wheat,Anand APMC,4800
2026-02-26,Groundnut,Ahmedabad APMC,7910
2026-02-26,Groundnut,Vadodara APMC,7292
2026-02-26,Groundnut,Surat APMC,8051
2026-02-26,Groundnut,Rajkot APMC,7668
2026-02-26,Groundnut,Anand APMC,7454
2026-02-26,Tomato,Ahmedabad APMC,2179
2026-02-26,Tomato,Vadodara APMC,1610
2026-02-26,Tomato,Surat APMC,2357
2026-02-26,Tomato,Rajkot APMC,1991
2026-02-26,Tomato,Anand APMC,1803
2026-02-27,Cotton,Ahmedabad APMC,8864
2026-02-27,Cotton,Vadodara APMC,8308
2026-02-27,Cotton,Surat APMC,9136
2026-02-27,Cotton,Rajkot APMC,8682
2026-02-27,Cotton,Anand APMC,8510
2026-02-27,Wheat,Ahmedabad APMC,5262
2026-02-27,Wheat,Vadodara APMC,4671
2026-02-27,Wheat,Surat APMC,5475
2026-02-27,Wheat,Rajkot APMC,5075
2026-02-27,Wheat,Anand APMC,4860
2026-02-27,Groundnut,Ahmedabad APMC,7928
2026-02-27,Groundnut,Vadodara APMC,7340
2026-02-27,Groundnut,Surat APMC,8088
2026-02-27,Groundnut,Rajkot APMC,7719
2026-02-27,Groundnut,Anand APMC,7494
2026-02-27,Tomato,Ahmedabad APMC,2213
2026-02-27,Tomato,Vadodara APMC,1593
2026-02-27,Tomato,Surat APMC,2387
2026-02-27,Tomato,Rajkot APMC,2002
2026-02-27,Tomato,Anand APMC,1811
2026-02-28,Cotton,Ahmedabad APMC,8897
2026-02-28,Cotton,Vadodara APMC,8288
2026-02-28,Cotton,Surat APMC,9115
2026-02-28,Cotton,Rajkot APMC,8778
2026-02-28,Cotton,Anand APMC,8533
2026-02-28,Wheat,Ahmedabad APMC,5311
2026-02-28,Wheat,Vadodara APMC,4722
2026-02-28,Wheat,Surat APMC,5507
2026-02-28,Wheat,Rajkot APMC,5090
2026-02-28,Wheat,Anand APMC,4908
2026-02-28,Groundnut,Ahmedabad APMC,7938
